WKT,name,description
"POLYGON ((106.7947052 -6.3643142, 106.7897173 -6.3449719, 106.7965837 -6.3388299, 106.8056915 -6.3301924, 106.8082567 -6.3204035, 106.7878387 -6.3172255, 106.7768524 -6.3165431, 106.7746111 -6.3442895, 106.764998 -6.3579381, 106.7526384 -6.3606678, 106.7327257 -6.3613502, 106.7134996 -6.3599854, 106.7045732 -6.3599854, 106.7018267 -6.4097996, 106.7032 -6.4609735, 106.7203661 -6.5135067, 106.7334124 -6.542841, 106.7629381 -6.5414766, 106.778731 -6.5496627, 106.7828508 -6.5448875, 106.7917772 -6.5373836, 106.8034502 -6.542841, 106.8206163 -6.546934, 106.8384691 -6.5489805, 106.8467089 -6.5421588, 106.8494554 -6.524422, 106.8604418 -6.5080489, 106.8673082 -6.4916754, 106.8762346 -6.4732545, 106.8872209 -6.4514214, 106.8927141 -6.4302698, 106.8975206 -6.4104819, 106.896834 -6.3872814, 106.8927141 -6.3722688, 106.8789812 -6.3661271, 106.8736694 -6.3547604, 106.8619964 -6.3540779, 106.8571899 -6.347936, 106.8516968 -6.3397467, 106.8393371 -6.3486185, 106.8254229 -6.3613502, 106.8173645 -6.3615846, 106.7947052 -6.3643142))",kota depok,
