WKT,name,description
"POLYGON ((106.723294 -6.0885461, 106.7116211 -6.0926427, 106.7006347 -6.0967393, 106.6896484 -6.0967393, 106.6862152 -6.1062979, 106.6944549 -6.1083462, 106.6972015 -6.1138081, 106.6896484 -6.1213182, 106.6875885 -6.131559, 106.6869018 -6.1452132, 106.6875885 -6.1554536, 106.6875885 -6.1697898, 106.7102478 -6.1820777, 106.7184875 -6.1923174, 106.725354 -6.1998264, 106.7219208 -6.2080179, 106.7178009 -6.2223527, 106.7171142 -6.2298612, 106.7274139 -6.2278135, 106.7315338 -6.2223527, 106.7397735 -6.2244005, 106.7432068 -6.2346394, 106.7486999 -6.2414652, 106.74664 -6.2510211, 106.7535064 -6.255799, 106.7535064 -6.2626246, 106.7514465 -6.2714976, 106.7514465 -6.2762753, 106.7569397 -6.2769579, 106.7651794 -6.2878782, 106.7692993 -6.2960683, 106.7741058 -6.3076708, 106.7768524 -6.3165431, 106.7878387 -6.3172255, 106.8050049 -6.3144956, 106.8056915 -6.3301924, 106.8015716 -6.3383819, 106.7926452 -6.3493009, 106.7947052 -6.3643142, 106.8029449 -6.3670439, 106.8173645 -6.3615846, 106.8180511 -6.3540779, 106.8304107 -6.3547604, 106.8393371 -6.3486185, 106.843457 -6.3397467, 106.8516968 -6.3397467, 106.8571899 -6.347936, 106.8619964 -6.3540779, 106.8736694 -6.3547604, 106.8839691 -6.3684087, 106.8997619 -6.3697735, 106.9045685 -6.3609022, 106.9148681 -6.3636318, 106.9169281 -6.347936, 106.9203613 -6.3301924, 106.9203613 -6.3131307, 106.918988 -6.2974333, 106.9107483 -6.2885607, 106.909375 -6.2749103, 106.9052551 -6.2660373, 106.9128082 -6.255799, 106.9224212 -6.2489734, 106.9340942 -6.2523862, 106.9443939 -6.2489734, 106.9443939 -6.2407826, 106.9464538 -6.2264483, 106.9540069 -6.2162093, 106.96362 -6.211431, 106.9670532 -6.2025569, 106.9677398 -6.1936827, 106.9711731 -6.1813951, 106.9711731 -6.1732032, 106.9718597 -6.1520402, 106.9711731 -6.1397516, 106.9697998 -6.1151736, 106.9691131 -6.1076634, 106.9677398 -6.1001531, 106.9656799 -6.0933255, 106.9581268 -6.0933255, 106.940274 -6.0974221, 106.9231079 -6.1001531, 106.9066284 -6.0981048, 106.8874023 -6.0974221, 106.8709228 -6.1042497, 106.8619964 -6.1124426, 106.843457 -6.1206355, 106.8304107 -6.1206355, 106.8187378 -6.1144908, 106.8084381 -6.1213182, 106.8050049 -6.0981048, 106.7967651 -6.0967393, 106.7898987 -6.1035669, 106.7844055 -6.1062979, 106.7699859 -6.1035669, 106.758313 -6.1015186, 106.7493866 -6.1008359, 106.7404602 -6.1001531, 106.7315338 -6.0926427, 106.723294 -6.0885461))",DKI JAKARTA,
"POLYGON ((106.7947052 -6.3643142, 106.7918533 -6.3517753, 106.7942565 -6.344951, 106.7983764 -6.3381265, 106.8031829 -6.3278897, 106.8086761 -6.3162877, 106.7994064 -6.3159465, 106.7836135 -6.3159465, 106.7768524 -6.3165431, 106.7781203 -6.3272073, 106.7740005 -6.3384678, 106.7726272 -6.3517753, 106.7667907 -6.3585996, 106.7588943 -6.3609881, 106.7472213 -6.3609881, 106.7382949 -6.3609881, 106.7297118 -6.3609881, 106.7194122 -6.3613293, 106.7073959 -6.3613293, 106.704306 -6.4227432, 106.7091125 -6.4677754, 106.7231887 -6.5158735, 106.745848 -6.5155324, 106.7640441 -6.514509, 106.7935699 -6.5124624, 106.7994064 -6.5035935, 106.8127959 -6.4967712, 106.8241256 -6.4892666, 106.8464416 -6.4858553, 106.8622344 -6.4861965, 106.8735641 -6.4800562, 106.8828338 -6.4551531, 106.8876403 -6.4387778, 106.8917602 -6.4241079, 106.8965667 -6.4159198, 106.8997619 -6.3697735, 106.885237 -6.3705418, 106.8780273 -6.3620117, 106.8715041 -6.3555287, 106.8618911 -6.3579172, 106.8574279 -6.3531402, 106.854338 -6.3466571, 106.8488448 -6.3282309, 106.8433517 -6.3442685, 106.8364852 -6.3551875, 106.8227523 -6.3599644, 106.8151992 -6.3603056, 106.8029449 -6.3670439, 106.7947052 -6.3643142))",kota administrasi depok,
