WKT,name,description
"POLYGON ((110.0279628 -7.893325, 110.3424465 -8.0334099, 110.3946315 -8.0810006, 110.4220974 -8.0864392, 110.4426967 -8.1027545, 110.4729091 -8.1068332, 110.5141079 -8.1272262, 110.5470668 -8.140821, 110.562173 -8.1299452, 110.5896389 -8.140821, 110.6171047 -8.1516964, 110.6583034 -8.1748058, 110.6885158 -8.1843211, 110.7077419 -8.188399, 110.7077419 -8.2033509, 110.7242214 -8.1911175, 110.7516872 -8.1911175, 110.7654201 -8.1911175, 110.7983791 -8.1924768, 110.8176052 -8.2019916, 110.8272182 -8.1911175, 110.8313381 -8.1707278, 110.8176052 -8.1476182, 110.7928859 -8.1584935, 110.7915126 -8.140821, 110.7709133 -8.0497273, 110.7571804 -8.0238911, 110.76954 -7.9790137, 110.7722866 -7.9014866, 110.7832729 -7.853875, 110.7887661 -7.8157818, 110.7640468 -7.8076185, 110.7585537 -7.8266659, 110.7407009 -7.8144212, 110.7159816 -7.7885702, 110.6953823 -7.8021762, 110.6734096 -7.8008156, 110.6747829 -7.7844883, 110.66105 -7.7980945, 110.6459438 -7.7980945, 110.6198513 -7.799455, 110.6061183 -7.799455, 110.585519 -7.8035368, 110.5841457 -7.7831277, 110.5607997 -7.781767, 110.5388271 -7.7926521, 110.5209743 -7.781767, 110.5017482 -7.7695211, 110.4962551 -7.7504711, 110.4838954 -7.7096467, 110.4701625 -7.6579302, 110.467416 -7.6157358, 110.4605495 -7.5857888, 110.4454433 -7.5449487, 110.3960048 -7.5762598, 110.3767787 -7.6007626, 110.3410732 -7.6320696, 110.2998745 -7.6633744, 110.2765285 -7.7055641, 110.2614223 -7.6865112, 110.2627956 -7.6511249, 110.2449428 -7.6402363, 110.2339565 -7.6484028, 110.2037441 -7.6538471, 110.1858913 -7.6443196, 110.1501857 -7.6443196, 110.1227199 -7.6688184, 110.1323329 -7.6878721, 110.1350795 -7.7150902, 110.1282131 -7.7491103, 110.1117336 -7.7736031, 110.0856411 -7.7953733, 110.0622951 -7.8171423, 110.0279628 -7.893325))",DIY YOGYAKARTA,
